user_name,user_url,rating,date,text,likes,shelves
Samantha,https://www.goodreads.com/user/show/16891475-samantha,5,"February 15, 2019","The story of The Rolling Stones isn't a new or closely guarded one. Any fan of the band has undoubtedly digested it in multiple media, ranging from book to documentary film to periodical piece. Now we have the opportunity to read the same old story in a brand new format in this comic book tale of The Rolling Stones.Given the aforementioned nod to the band's tremendous public exposure, it goes without saying that this particular version of the Stones biography doesn't tell us anything new. That said, the delivery is different, and that's not nothing.A warning needs to be extended to the reader that despite being billed as a comic book history, most of the book is actually in text form. The comic panels are interspersed between sections of pure written content, and generally provide supporting material to the text rather than actually telling the story. I would have preferred more art and less text, but generally speaking, the mix is not unpleasant. My only real gripe with the book lies in the author deciding to use multiple artists for the graphic sections of the book. Part of the problem is that some of the artists chosen are, to put it bluntly, not particularly good at art. The quality from section to section varies wildly, with some of the art clocking in as outstanding and some of it rating as borderline terrible. The use of multiple artists also creates a disjointed feel and means the book doesn't flow all that well as a whole.The quality of the written sections, too, leaves something to be desired. The humor is often unsubtle and ham-fisted, and the structure is about on par with a middle school book report. (That is, if there were ever a middle school teacher cool enough to green light a book report on The Rolling Stones). Though flawed, the product as a whole still felt like a success. The writing and the art are up and down and far from perfect even at their best moments, but the mixed media format feels like a creative triumph and the combination of the story itself and the enthusiasm of those involved in the production of the book will give you some gritty, invigorating rock and roll feels. And there's nothing more Rolling Stones than that.*I received an ARC of this book via NetGalley in exchange for an honest review.*",0,[]
Christiane Fischer,https://www.goodreads.com/user/show/148192289-christiane-fischer,5,"February 2, 2023","THE ROLLING STONES - Das Comic!Hier kommt die Idee, die Rolling Stones als Band, im modernen Design, dem Leser/Hörer näher zu bringen - denn es geht ja immerhin darum, dass die Stones bereits seit fast 60 Jahren Musik machen und Fans im Alter von 10-99 Jahren begeistern können!In dieser Biografie werden Höhepunkte und Niederlagen, aber auch „Insider“ Details in der Kombination aus Comic und geschriebenen Text aus 6 Jahrzehnten authentisch und informativ wiedergegeben.Wir erleben die Entstehung der Band, erfahren von ihrer musikalischen Entwicklung, vom Ausscheiden und Tod der Gründungsmitglieder, erleben den Einfluss diverser Gitarristen, sind nicht nur bei Sex- und Drogenexzessen dabei, sondern auch bei der Entstehung ihrer wichtigsten Alben.Wie konnte diese rebellische und provokante Band, sich den verändernden Zeiten anpassen ohne ihren wiedererkennbaren Rockstil zu verlieren und weiterhin bestehen?Meine Meinung:Die Kombination aus Text und Comic-Darstellung ist mehr als gelungen und konnte mir, obwohl ich bereits einige Biografien der Band gelesen habe und die Band seit fast 40 Jahren begleite, neues aufzeigen.Wer wissen will, weshalb Keith seine Gitarre offen stimmt, Ronny die Band re-motivieren konnte, Mick seine Solokarriere geschickt an die der Stones knüpfte, Mick Taylor so wie auch Bill Wyman die Band verließen, Brian Jones, Stu und Charly Watts nicht mehr unter uns weilen, sollte diese außergewöhnliche Biografie lesen.Ein kleiner Minuspunkt für die nicht ganz so getroffenen Zeichnungen der Band im Comic. Diese hätte ich mir ein wenig authentischer gewünscht.Große Leseempfehlung für Stonies!5- / 5",0,[]
Halei | DegenerateReads ,https://www.goodreads.com/user/show/25328578-halei-degeneratereads,5,"March 24, 2019","4.5 Stars. Review originally at DegenerateReads - https://degeneratereads.wordpress.com...This is essentially a biography of the band told through comics, but it also includes photos of the band and pages of text giving background information on different stories in the Rolling Stones' history.As a Rolling Stones fan, I was beyond stoked to read this. Reading about how they got their start, and all the crazy things they've done since has been so fun. The writer definitely doesn't hold anything back or try to glaze over any of the less agreeable things the band members have done.There were a few times throughout reading this that I felt the writer was being a tad condescending in the way they handled certain stories, but it occurred rarely enough that it didn't effect the overall tone.The artwork has a fun, caricature-style cartoon-y look—and the artist uses dark,  monochromatic color schemes. The art itself is nothing I haven't seen before, but it doesn't take away from the reading experience, and I think ""flashier"" artwork would have distracted from the stories themselves.This comic is part of a series by NBM Comics where biographical comics are written and illustrated for different bands. So far the only other band I can find available in this series is the Beatles, but I believe more will be added later.I would recommend this to any fan of the Rolling Stones—whether your interest in them is casual or you're a hardcore fan.",0,['march-2019-haul']
Wayne McCoy,https://www.goodreads.com/user/show/4054541-wayne-mccoy,5,"November 10, 2019","'The Rolling Stones in Comics!' by Ceka is a combination of essays, photos and comics about one of the world's most famous rock bands.There are 21 short essays and 21 short comics by various artists. The book takes a chronological look at the origins, successes, tragedies, and drugs. There are photos from throughout the years. The comics that follow the essays pretty much rehash the essays, but it's interesting to see all the different styles of art. I confess to not being the biggest fan in the world, so not knowing a ton about the band or it's members. I had fun reading this book.I received a review copy of this graphic novel from NBM Publishing, Papercutz, and NetGalley in exchange for an honest review. Thank you for allowing me to review this graphic novel.",0,"['graphic-novels', 'non-fiction']"
Ankita Arora,https://www.goodreads.com/user/show/74034039-ankita-arora,5,"April 22, 2019","Oh, I loved it!The story of Rolling Stones in a graphical, comic sort of way with deep insights to what made them so grand. Their struggle is evident and so is their success. For anyone who wishes to know about one of the best band there ever was, this is a good culmination of info and facts.They were the first to bring their own take on Rock n Roll which was different to all others. The band lost many members but the love for music kept them going. I loved the graphical take on it, plus the comic strips were to die for. I did not know so much about them. This was definitely enlightening.Thanks to Netgalley for providing a digital copy of this book.",0,"['2019-release', 'graphic-novel', 'illustrated']"
MK,https://www.goodreads.com/user/show/61667429-mk,5,"April 30, 2023","A good primer into the history of the band. I didn't know much so I found it very informative. Not as much a fan of the structure. There's a section where they talk about some element (really helpful) followed by about 6 pages illustrating it, by a rotating group of artists. I would have gotten much more from the art if the pages had been first, followed by the text. (Other in comics books have used this approach.) Artwork is fine, lettering is clear but the effect is underwhelming.",0,[]
Teresa Jensen,https://www.goodreads.com/user/show/174843-teresa-jensen,5,"September 8, 2019",Each chapter starts with text and photos highlighting different events in the Rolling Stones career followed by a more intimate graphic story. Each chapter is drawn by a different artist. All photos are from Wikimedia and credited with creative common licenses. This has been translated from the French. A good introduction to the Rolling Stones history.,0,"['graphic-novels', 'memoir-bio', 'nonfiction']"
Lisa Kizer,https://www.goodreads.com/user/show/8838737-lisa-kizer,5,"November 2, 2021","A mixture of prose and comics. At times the comics seemed redundant of what was written in the prose. Knowing that you cannot cover everything, I also still felt like the author skipped over some, not all, the big happenings in the Rolling Stones career. While not disappointed, I still was not overwhelmed by this effort.",0,[]
Lay Ctr,https://www.goodreads.com/user/show/58978948-lay-ctr,5,"November 10, 2022","L’histoire est évidemment excellente, la balance BD et infos est à point. Par contre, la traduction française laisse largement à désirer. De plus, il y a plusieurs erreurs d’impressions qui nous font rapidement décrocher.",0,[]
Erika Kraus,https://www.goodreads.com/user/show/57822072-erika-kraus,5,"March 26, 2019",I won this book in the goodreads giveaway. I absolutely love the comic styled rolling stones. Entertaining and great artwork!,0,['goodreads-giveaway']
Kristen Thorp ,https://www.goodreads.com/user/show/2104769-kristen-thorp,5,"May 12, 2019","Watered down history of the Stones but I really enjoyed the mix of comics, photos, quotes, and narrative. Nice blend of storytelling.",0,[]
David Meyer,https://www.goodreads.com/user/show/1723377-david-meyer,5,"April 18, 2021","This provides a fun biography of the band itself, as well as its members.",0,[]
Sabra Kurth,https://www.goodreads.com/user/show/12751025-sabra-kurth,5,"October 24, 2021",This was a fun miscellany—some great photos and comics.,0,[]
Paula Mz,https://www.goodreads.com/user/show/26815719-paula-mz,5,"March 8, 2023","This is an interesting balance of graphic novel and historical narrative about the formation and long career of the Rolling Stones, beginning with the meeting of Mick Jagger and Keith Richards and continuing to their 2017 concert tour. Though I've heard the 'Stones my whole life, I never paid much attention to the history of the band. The stories that were comic-based were done my different illustrators/artists and the variety of styles was nice to experience. This book was a great review and was well done.*Note: I was pleased to receive a copy from the publisher and #GoodreadsGiveaway.",0,['giveaways-won']
Laurel Zito,https://www.goodreads.com/user/show/61192177-laurel-zito,5,"July 5, 2019",Book was not that good and I was able to get it for free from a library system and the comics were sometimes just not very good and it was hard to read it as a digital book because the panels would not really open correctly.,0,[]
Annarella,https://www.goodreads.com/user/show/1869131-annarella,5,"February 15, 2019",Interesting mix of short texts and great comics.I love the Rolling Stones and really appreciated this book.Recommended!Many thanks to the publisher and Netgalley for this ARC,0,[]
J.D. DeHart,https://www.goodreads.com/user/show/70273873-j-d-dehart,5,"February 16, 2019","February 16, 2019WORDS ABOUT THE ROLLING STONES IN COMICS BY CEKA Arranged by prose-like chapters with real-life images, then followed by comic books frame with text like captions, The Rolling Stones in Comics is an active and engaging read. It probably helps that I've been a Stones listener for many years (in fact, I spend most Saturday mornings enjoying their music).The narrative jumps back and forth in time, and the art works well. Bright streets, grainy creative processses, and dialogue among the group members take shape in visual and written form. A recommended graphic novel experiences for fans of the music, as well as fans of the medium.",0,[]
BookandABlunt,https://www.goodreads.com/user/show/19606402-bookandablunt,,"March 5, 2019","The Rolling Stones in Comics, By CekaThis is a write up of the meeting of two of the greatest musicians to every grace a stage and play rock and roll.Mick Jagger and Keith Richards, also how they went on to form the Rolling Stones.The cast of characters are as follows.Keith Richards, Mick Jaggar, Brian Jones, Ronnie Wood and Charlie Watts. Not to mention the dozens of musicians who have come and gone from the band since 1962I enjoyed the comic, i am familiar with the back story of both of the great Uk Invasion groups of the 60s. The story i enjoyed as it went from a paragraph of text to a short comic back to text. It did this through out which made me enjoy this alot. The comics were drawn well the story kept true to facts and it flows really nicely.. the story covers the years 1962 - 2017 and the start of the rolling stones current tour, The No Filter Tour which oddly enough i got a notice about tickets coming soon earlier today.I`d highly recommend this to Stones fans of course as well as any one interested in a fun way to learn the history of the Rolling Stones.It is a very fun way to present the History of one of the greatest rock bands in the history of the world.",0,['2019']
