user_name,user_url,rating,date,text,likes,shelves
Alisha (booksmellz),https://www.goodreads.com/user/show/96973114-alisha-booksmellz,,"May 4, 2023","The history and making of the world famous band, Queen, in graphic novel form.This is a great graphic novel about the highlights of the band Queen’s journey.I enjoyed having bits in graphic novels and then covers in regular text format - it allowed me to read and get more about the band than one tends to get while reading a graphic novel.Queen is one of my mom’s favorite bands, so it was nice to kind of read up on them more to see their history. Freddie Mercury is a legend.",0,[]
Peacegal,https://www.goodreads.com/user/show/3078602-peacegal,4,"June 28, 2023","The one-of-a-kind rock band is profiled in this fun and informational graphic biography. Each section, representing a different phase in the life of Freddie Mercury and the band, is done by a different comics artist, representing a wild variety of styles. Thankfully, text sections are included for more in-depth profiles of Queen's bombastic career, so the expositional dialogue doesn't get too over the top, which is a common pitfall in many graphic biographies.",0,[]
Raven Black,https://www.goodreads.com/user/show/33499064-raven-black,4,"May 4, 2023","Different artistic/author hit on the highlights of the journey of Queen. Focusing on the good and the bad, a realistic timeline is created. The different styles of art sometimes are a little ""off putting"" but also is an interesting way of presenting. In between the chapters there is a factual recap, more information and even photographs of what was happening, people and places mentioned.",0,[]
Ryan Miller,https://www.goodreads.com/user/show/206273-ryan-miller,3,"June 20, 2023","This may not be enough for hard-core Queen fans, but for those (like me) that like their music and am intrigued by stories of musicians, it’s an entertaining read. Combining spreads of expositioanary text with short comics that retell times, this seems to be a decent overview of Queen’s history. Both the text and the comics were serviceable, if not special.",0,[]
Blane,https://www.goodreads.com/user/show/4914956-blane,2,"June 30, 2023","Superficial graphic approach to the history of Queen. I noticed several time line and photo caption inaccuracies, so reader beware. I suppose it is an acceptable entry point for someone with little background knowledge of the band and an interest in learning more in an easy-to-digest format.",0,"['2023', 'graphic-novels', 'music']"
Paul,https://www.goodreads.com/user/show/16092014-paul,3,"July 27, 2024","A fun read, interesting to see the different drawing styles, although takes away from the continuity. Also the text chapters between the comics alternate between redundancy and providing relevant context.",0,[]
Ron Frampton,https://www.goodreads.com/user/show/21532257-ron-frampton,5,"May 9, 2023",The history and making of the great band QUEEN.,0,[]
Samantha Williams,https://www.goodreads.com/user/show/5832652-samantha-williams,4,"July 23, 2023","4.5 starsOf course, I cried.",0,"['gamenightathon', 'hunger-games-readathon', 'popsugar-reading-challenge']"
Andre Renovato,https://www.goodreads.com/user/show/42713438-andre-renovato,4,"August 18, 2023",Must read for any fan of good music!,0,[]
Steven Ridgely,https://www.goodreads.com/user/show/45722051-steven-ridgely,5,"August 31, 2023",Absolutely wonderfully well written.,0,[]
Saturday's Child,https://www.goodreads.com/user/show/2801198-saturday-s-child,4,"October 15, 2023",An entertaining read as I am a fan of Queen's music. I enjoyed the fact that several artists contributed to the story.,0,[]
Tania ,https://www.goodreads.com/user/show/142782261-tania,5,"January 4, 2024",This graphic novel is a quick & fun read.,0,[]
Jonathan Pavan,https://www.goodreads.com/user/show/118844570-jonathan-pavan,5,"January 17, 2024",Great read and love the different art styles throughout. I liked the tie bits they put between each section. Queen forever lives on!,0,[]
Harry Turbide,https://www.goodreads.com/user/show/155906442-harry-turbide,5,"February 17, 2024",magique tout le long. les dessins incroyables et l'histoire du groupe me surprend à chaque fois repose en paix freddie mercury,0,[]
Laura,https://www.goodreads.com/user/show/98958607-laura,5,"January 24, 2022","Quel bonheur que de se replonger dans l'histoire de ce groupe mythique ! Si vous êtes un fan du groupe je suis persuadée que vous allez adorer cette bd ! Elle est originale, mixant documentaire et bande dessinée à la perfection. Cette fois pas de QR code pour écouter les musiques comme pour The Beatles mais les images suffisent à voyager !",0,[]
Rachel,https://www.goodreads.com/user/show/128476147-rachel,5,"January 28, 2022",I love Queen,0,[]
